Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
SRR33075550_1	92.43865391012265	56.0	300.4579992416788	300	36.36363636363637	0.429897
SRR33075550_2	22.841034192213982	55.0	300.4579992416788	300	27.27272727272727	0.429897
SRR33075551_1	92.48378823073945	57.0	300.4261372435153	300	36.36363636363637	0.41328
SRR33075551_2	35.65623694938343	55.0	300.4261372435153	300	27.27272727272727	0.41328
SRR33075552_1	90.98082902688972	56.0	300.3874594902339	300	36.36363636363637	0.365344
SRR33075552_2	30.861809249444192	55.0	300.3874594902339	300	27.27272727272727	0.365344
SRR33075553_1	90.74000581317354	56.0	300.3484829852882	300	36.36363636363637	0.35780799999999996
SRR33075553_2	34.55315355914297	55.0	300.3484829852882	300	27.27272727272727	0.35780799999999996
SRR33075554_1	93.41578168396917	54.0	300.4369378671983	300	36.36363636363637	0.377691
SRR33075554_2	25.618761663136908	49.0	300.4369378671983	300	18.181818181818183	0.377691
SRR33075555_1	94.26542938961376	54.0	300.4437308898162	300	36.36363636363637	0.41241099999999997
SRR33075555_2	30.74493669432175	49.0	300.4437308898162	300	18.181818181818183	0.41241099999999997
SRR33075556_1	94.0293715876429	54.0	300.44076988378055	300	36.36363636363637	0.464122
SRR33075556_2	23.660152062080826	49.0	300.44076988378055	300	18.181818181818183	0.464122
SRR33075557_1	94.4475086895122	54.0	300.43294692146395	300	36.36363636363637	0.420622
SRR33075557_2	31.845526870340848	49.0	300.43294692146395	300	18.181818181818183	0.420622
SRR33075558_1	95.73013583131282	55.0	300.4416660000607	300	36.36363636363637	1.087599
SRR33075558_2	33.97431813803948	52.0	300.4416660000607	300	27.27272727272727	1.087599
SRR33075559_1	93.7365839058313	54.0	300.4271333635756	300	36.36363636363637	0.427658
SRR33075559_2	31.18583175679875	49.0	300.4271333635756	300	18.181818181818183	0.427658
SRR33075560_1	94.00372567366875	54.0	300.44758875659215	300	36.36363636363637	0.34946699999999997
SRR33075560_2	27.23109626909961	49.0	300.44758875659215	300	18.181818181818183	0.34946699999999997
SRR33075561_1	90.0776587214027	52.0	300.4485665696157	300	36.36363636363637	0.37162599999999996
SRR33075561_2	27.774856723550513	49.0	300.4485665696157	300	18.181818181818183	0.37162599999999996
SRR33075562_1	89.44272992072607	53.0	300.43755900661495	300	36.36363636363637	0.323057
SRR33075562_2	31.848762946348174	50.0	300.43755900661495	300	18.181818181818183	0.323057
SRR33075563_1	91.5811557630199	52.0	300.45961259007913	300	36.36363636363637	0.538138
SRR33075563_2	22.378303873878977	49.0	300.45961259007913	300	18.181818181818183	0.538138
SRR33075564_1	90.74400293510757	52.0	300.4581486965052	300	36.36363636363637	0.38431299999999996
SRR33075564_2	34.0210548736264	49.0	300.4581486965052	300	27.27272727272727	0.38431299999999996
SRR33075565_1	89.40958104546311	52.0	300.42473842770073	300	36.36363636363637	0.38736899999999996
SRR33075565_2	33.06253202021175	49.0	300.42473842770073	300	18.181818181818183	0.38736899999999996
SRR33075566_1	89.96184683085642	53.0	300.4570752861488	300	36.36363636363637	0.312687
SRR33075566_2	29.073902646751463	50.0	300.4570752861488	300	18.181818181818183	0.312687
SRR33075567_1	96.7571518233543	56.0	300.4495471867877	300	36.36363636363637	1.462634
SRR33075567_2	34.79152428946739	52.0	300.4495471867877	300	27.27272727272727	1.462634
SRR33075568_1	96.95400782130947	56.0	300.46396759514727	300	36.36363636363637	1.25043
SRR33075568_2	35.90594253147751	53.0	300.46396759514727	300	27.27272727272727	1.25043
SRR33075569_1	96.15257644074667	55.0	300.4575333363978	300	36.36363636363637	1.196515
SRR33075569_2	33.17309837594732	52.0	300.4575333363978	300	18.181818181818183	1.196515
SRR33075570_1	96.24244521304963	55.0	300.45362822798694	300	36.36363636363637	1.398782
SRR33075570_2	33.00416906114282	52.0	300.45362822798694	300	27.27272727272727	1.398782
