Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR33075552_2	(7.0, 4.0)	(8.0, 5.0)	(9.0, 7.0)	(10.0, 12.0)	(11.0, 13.0)	(12.0, 47.0)	(13.0, 95.0)	(14.0, 121.0)	(15.0, 152.0)	(16.0, 222.0)	(17.0, 418.0)	(18.0, 905.0)	(19.0, 3135.0)	(20.0, 5349.0)	(21.0, 7028.0)	(22.0, 11975.0)	(23.0, 7569.0)	(24.0, 6084.0)	(25.0, 7080.0)	(26.0, 9084.0)	(27.0, 11684.0)	(28.0, 14970.0)	(29.0, 19129.0)	(30.0, 24591.0)	(31.0, 31557.0)	(32.0, 41724.0)	(33.0, 58558.0)	(34.0, 81407.0)	(35.0, 79003.0)	(36.0, 27705.0)	(37.0, 1494.0)					
SRR33075553_1	(14.0, 5.0)	(15.0, 27.0)	(16.0, 51.0)	(17.0, 84.0)	(18.0, 298.0)	(19.0, 1115.0)	(20.0, 8412.0)	(21.0, 17189.0)	(22.0, 20979.0)	(23.0, 35790.0)	(24.0, 31902.0)	(25.0, 15996.0)	(26.0, 7302.0)	(27.0, 5218.0)	(28.0, 5483.0)	(29.0, 6920.0)	(30.0, 9283.0)	(31.0, 12159.0)	(32.0, 16585.0)	(33.0, 23163.0)	(34.0, 33867.0)	(35.0, 56122.0)	(36.0, 123966.0)	(37.0, 124403.0)												
SRR33075553_2	(7.0, 2.0)	(8.0, 7.0)	(9.0, 10.0)	(10.0, 11.0)	(11.0, 17.0)	(12.0, 61.0)	(13.0, 129.0)	(14.0, 136.0)	(15.0, 232.0)	(16.0, 447.0)	(17.0, 1042.0)	(18.0, 3118.0)	(19.0, 15157.0)	(20.0, 23965.0)	(21.0, 29390.0)	(22.0, 50554.0)	(23.0, 20478.0)	(24.0, 8563.0)	(25.0, 7669.0)	(26.0, 9487.0)	(27.0, 11956.0)	(28.0, 15701.0)	(29.0, 19609.0)	(30.0, 25074.0)	(31.0, 32113.0)	(32.0, 42668.0)	(33.0, 59217.0)	(34.0, 80794.0)	(35.0, 74911.0)	(36.0, 23073.0)	(37.0, 728.0)					
SRR33075554_1	(14.0, 2.0)	(15.0, 25.0)	(16.0, 145.0)	(17.0, 302.0)	(18.0, 443.0)	(19.0, 544.0)	(20.0, 534.0)	(21.0, 569.0)	(22.0, 572.0)	(23.0, 725.0)	(24.0, 927.0)	(25.0, 1284.0)	(26.0, 1874.0)	(27.0, 2756.0)	(28.0, 3922.0)	(29.0, 5534.0)	(30.0, 7546.0)	(31.0, 10041.0)	(32.0, 13590.0)	(33.0, 18771.0)	(34.0, 27188.0)	(35.0, 44312.0)	(36.0, 101865.0)	(37.0, 184346.0)												
SRR33075554_2	(12.0, 8.0)	(13.0, 125.0)	(14.0, 686.0)	(15.0, 747.0)	(16.0, 596.0)	(17.0, 608.0)	(18.0, 700.0)	(19.0, 1050.0)	(20.0, 1394.0)	(21.0, 1895.0)	(22.0, 2429.0)	(23.0, 3169.0)	(24.0, 4147.0)	(25.0, 5464.0)	(26.0, 7263.0)	(27.0, 9247.0)	(28.0, 12188.0)	(29.0, 15710.0)	(30.0, 20418.0)	(31.0, 26316.0)	(32.0, 35733.0)	(33.0, 51287.0)	(34.0, 76869.0)	(35.0, 99923.0)	(36.0, 48958.0)	(37.0, 887.0)										
SRR33075555_1	(13.0, 2.0)	(14.0, 4.0)	(15.0, 51.0)	(16.0, 146.0)	(17.0, 317.0)	(18.0, 526.0)	(19.0, 626.0)	(20.0, 626.0)	(21.0, 670.0)	(22.0, 691.0)	(23.0, 826.0)	(24.0, 1013.0)	(25.0, 1461.0)	(26.0, 2026.0)	(27.0, 3007.0)	(28.0, 4230.0)	(29.0, 5816.0)	(30.0, 8012.0)	(31.0, 11004.0)	(32.0, 14941.0)	(33.0, 20699.0)	(34.0, 29897.0)	(35.0, 48587.0)	(36.0, 112324.0)	(37.0, 202368.0)											
SRR33075555_2	(11.0, 2.0)	(12.0, 22.0)	(13.0, 166.0)	(14.0, 801.0)	(15.0, 902.0)	(16.0, 694.0)	(17.0, 706.0)	(18.0, 874.0)	(19.0, 1223.0)	(20.0, 1833.0)	(21.0, 2262.0)	(22.0, 2801.0)	(23.0, 3635.0)	(24.0, 4975.0)	(25.0, 6356.0)	(26.0, 8291.0)	(27.0, 10527.0)	(28.0, 13741.0)	(29.0, 17555.0)	(30.0, 22668.0)	(31.0, 30062.0)	(32.0, 40415.0)	(33.0, 57064.0)	(34.0, 85463.0)	(35.0, 106344.0)	(36.0, 49553.0)	(37.0, 935.0)									
SRR33075556_1	(14.0, 7.0)	(15.0, 77.0)	(16.0, 283.0)	(17.0, 493.0)	(18.0, 695.0)	(19.0, 719.0)	(20.0, 764.0)	(21.0, 797.0)	(22.0, 741.0)	(23.0, 863.0)	(24.0, 1120.0)	(25.0, 1548.0)	(26.0, 2293.0)	(27.0, 3270.0)	(28.0, 4620.0)	(29.0, 6499.0)	(30.0, 8953.0)	(31.0, 11951.0)	(32.0, 16159.0)	(33.0, 22662.0)	(34.0, 32664.0)	(35.0, 53533.0)	(36.0, 123911.0)	(37.0, 229397.0)												
SRR33075556_2	(11.0, 3.0)	(12.0, 7.0)	(13.0, 274.0)	(14.0, 1052.0)	(15.0, 1048.0)	(16.0, 879.0)	(17.0, 764.0)	(18.0, 832.0)	(19.0, 1243.0)	(20.0, 1636.0)	(21.0, 2216.0)	(22.0, 2758.0)	(23.0, 3604.0)	(24.0, 4988.0)	(25.0, 6562.0)	(26.0, 8382.0)	(27.0, 10885.0)	(28.0, 14061.0)	(29.0, 18345.0)	(30.0, 24085.0)	(31.0, 31609.0)	(32.0, 42679.0)	(33.0, 60658.0)	(34.0, 92100.0)	(35.0, 124689.0)	(36.0, 67216.0)	(37.0, 1444.0)									
SRR33075557_1	(12.0, 1.0)	(13.0, 3.0)	(14.0, 9.0)	(15.0, 18.0)	(16.0, 95.0)	(17.0, 261.0)	(18.0, 417.0)	(19.0, 674.0)	(20.0, 1035.0)	(21.0, 1471.0)	(22.0, 1273.0)	(23.0, 1226.0)	(24.0, 1320.0)	(25.0, 1801.0)	(26.0, 2543.0)	(27.0, 3654.0)	(28.0, 5194.0)	(29.0, 6957.0)	(30.0, 9762.0)	(31.0, 13080.0)	(32.0, 17609.0)	(33.0, 24002.0)	(34.0, 33729.0)	(35.0, 54897.0)	(36.0, 123720.0)	(37.0, 192522.0)										
SRR33075557_2	(11.0, 5.0)	(12.0, 28.0)	(13.0, 154.0)	(14.0, 673.0)	(15.0, 831.0)	(16.0, 813.0)	(17.0, 1001.0)	(18.0, 1407.0)	(19.0, 2411.0)	(20.0, 3123.0)	(21.0, 3410.0)	(22.0, 4134.0)	(23.0, 5314.0)	(24.0, 6766.0)	(25.0, 8597.0)	(26.0, 10976.0)	(27.0, 13536.0)	(28.0, 17192.0)	(29.0, 21692.0)	(30.0, 27035.0)	(31.0, 35172.0)	(32.0, 46873.0)	(33.0, 65322.0)	(34.0, 91846.0)	(35.0, 95788.0)	(36.0, 32775.0)	(37.0, 399.0)									
SRR33075558_1	(13.0, 7.0)	(14.0, 12.0)	(15.0, 32.0)	(16.0, 55.0)	(17.0, 148.0)	(18.0, 618.0)	(19.0, 2014.0)	(20.0, 3401.0)	(21.0, 5597.0)	(22.0, 17640.0)	(23.0, 32717.0)	(24.0, 19781.0)	(25.0, 14368.0)	(26.0, 15678.0)	(27.0, 21711.0)	(28.0, 26709.0)	(29.0, 35368.0)	(30.0, 44968.0)	(31.0, 56932.0)	(32.0, 72635.0)	(33.0, 94397.0)	(34.0, 129735.0)	(35.0, 201244.0)	(36.0, 380339.0)	(37.0, 313688.0)											
SRR33075558_2	(6.0, 1.0)	(7.0, 3.0)	(8.0, 18.0)	(9.0, 22.0)	(10.0, 24.0)	(11.0, 35.0)	(12.0, 64.0)	(13.0, 179.0)	(14.0, 219.0)	(15.0, 372.0)	(16.0, 1085.0)	(17.0, 2131.0)	(18.0, 3410.0)	(19.0, 5876.0)	(20.0, 11323.0)	(21.0, 33744.0)	(22.0, 50085.0)	(23.0, 35996.0)	(24.0, 40071.0)	(25.0, 44070.0)	(26.0, 50922.0)	(27.0, 60356.0)	(28.0, 71725.0)	(29.0, 85604.0)	(30.0, 102167.0)	(31.0, 125333.0)	(32.0, 155498.0)	(33.0, 194757.0)	(34.0, 213253.0)	(35.0, 155097.0)	(36.0, 44781.0)	(37.0, 1573.0)				
SRR33075559_1	(13.0, 3.0)	(14.0, 5.0)	(15.0, 102.0)	(16.0, 313.0)	(17.0, 493.0)	(18.0, 631.0)	(19.0, 635.0)	(20.0, 737.0)	(21.0, 876.0)	(22.0, 780.0)	(23.0, 953.0)	(24.0, 1052.0)	(25.0, 1564.0)	(26.0, 2179.0)	(27.0, 3082.0)	(28.0, 4440.0)	(29.0, 6013.0)	(30.0, 8048.0)	(31.0, 11003.0)	(32.0, 14881.0)	(33.0, 20720.0)	(34.0, 29938.0)	(35.0, 48718.0)	(36.0, 114682.0)	(37.0, 212301.0)											
SRR33075559_2	(11.0, 5.0)	(12.0, 24.0)	(13.0, 324.0)	(14.0, 1097.0)	(15.0, 980.0)	(16.0, 770.0)	(17.0, 696.0)	(18.0, 880.0)	(19.0, 1353.0)	(20.0, 1817.0)	(21.0, 2132.0)	(22.0, 2717.0)	(23.0, 3478.0)	(24.0, 4567.0)	(25.0, 5972.0)	(26.0, 7896.0)	(27.0, 10009.0)	(28.0, 12961.0)	(29.0, 16891.0)	(30.0, 22000.0)	(31.0, 29128.0)	(32.0, 39301.0)	(33.0, 56449.0)	(34.0, 85435.0)	(35.0, 115410.0)	(36.0, 60498.0)	(37.0, 1359.0)									
SRR33075560_1	(12.0, 1.0)	(13.0, 3.0)	(14.0, 9.0)	(15.0, 13.0)	(16.0, 106.0)	(17.0, 189.0)	(18.0, 395.0)	(19.0, 528.0)	(20.0, 938.0)	(21.0, 1289.0)	(22.0, 1087.0)	(23.0, 961.0)	(24.0, 1017.0)	(25.0, 1369.0)	(26.0, 1854.0)	(27.0, 2633.0)	(28.0, 3709.0)	(29.0, 5055.0)	(30.0, 6914.0)	(31.0, 9519.0)	(32.0, 12807.0)	(33.0, 17813.0)	(34.0, 25505.0)	(35.0, 41728.0)	(36.0, 96967.0)	(37.0, 170387.0)										
SRR33075560_2	(11.0, 6.0)	(12.0, 25.0)	(13.0, 124.0)	(14.0, 527.0)	(15.0, 697.0)	(16.0, 617.0)	(17.0, 677.0)	(18.0, 897.0)	(19.0, 1840.0)	(20.0, 2389.0)	(21.0, 2373.0)	(22.0, 2753.0)	(23.0, 3476.0)	(24.0, 4516.0)	(25.0, 5751.0)	(26.0, 7486.0)	(27.0, 9500.0)	(28.0, 12119.0)	(29.0, 15570.0)	(30.0, 20589.0)	(31.0, 26512.0)	(32.0, 35285.0)	(33.0, 50329.0)	(34.0, 74469.0)	(35.0, 87280.0)	(36.0, 36386.0)	(37.0, 603.0)									
SRR33075561_1	(14.0, 1.0)	(15.0, 4.0)	(16.0, 6.0)	(17.0, 15.0)	(18.0, 21.0)	(19.0, 65.0)	(20.0, 122.0)	(21.0, 323.0)	(22.0, 521.0)	(23.0, 595.0)	(24.0, 730.0)	(25.0, 1117.0)	(26.0, 1612.0)	(27.0, 2367.0)	(28.0, 3377.0)	(29.0, 4938.0)	(30.0, 6750.0)	(31.0, 9658.0)	(32.0, 12925.0)	(33.0, 18005.0)	(34.0, 26155.0)	(35.0, 42426.0)	(36.0, 94996.0)	(37.0, 178478.0)												
SRR33075561_2	(7.0, 1.0)	(8.0, 5.0)	(9.0, 7.0)	(10.0, 1.0)	(11.0, 7.0)	(12.0, 18.0)	(13.0, 32.0)	(14.0, 53.0)	(15.0, 47.0)	(16.0, 72.0)	(17.0, 157.0)	(18.0, 247.0)	(19.0, 439.0)	(20.0, 848.0)	(21.0, 1230.0)	(22.0, 1382.0)	(23.0, 1864.0)	(24.0, 2520.0)	(25.0, 3569.0)	(26.0, 5076.0)	(27.0, 6695.0)	(28.0, 9029.0)	(29.0, 11798.0)	(30.0, 16095.0)	(31.0, 21385.0)	(32.0, 28680.0)	(33.0, 40012.0)	(34.0, 60587.0)	(35.0, 95185.0)	(36.0, 91150.0)	(37.0, 7016.0)					
SRR33075562_1	(14.0, 4.0)	(15.0, 9.0)	(16.0, 8.0)	(17.0, 15.0)	(18.0, 29.0)	(19.0, 70.0)	(20.0, 214.0)	(21.0, 479.0)	(22.0, 708.0)	(23.0, 706.0)	(24.0, 775.0)	(25.0, 1008.0)	(26.0, 1577.0)	(27.0, 2237.0)	(28.0, 3080.0)	(29.0, 4335.0)	(30.0, 6076.0)	(31.0, 8351.0)	(32.0, 11556.0)	(33.0, 16150.0)	(34.0, 23522.0)	(35.0, 37958.0)	(36.0, 84714.0)	(37.0, 151651.0)												
SRR33075562_2	(9.0, 2.0)	(10.0, 5.0)	(11.0, 7.0)	(12.0, 15.0)	(13.0, 41.0)	(14.0, 48.0)	(15.0, 49.0)	(16.0, 82.0)	(17.0, 146.0)	(18.0, 260.0)	(19.0, 522.0)	(20.0, 1137.0)	(21.0, 1432.0)	(22.0, 1478.0)	(23.0, 1831.0)	(24.0, 2462.0)	(25.0, 3463.0)	(26.0, 4561.0)	(27.0, 6150.0)	(28.0, 8261.0)	(29.0, 10816.0)	(30.0, 14432.0)	(31.0, 19079.0)	(32.0, 26175.0)	(33.0, 36460.0)	(34.0, 54845.0)	(35.0, 82278.0)	(36.0, 73662.0)	(37.0, 5533.0)							
SRR33075563_1	(15.0, 3.0)	(16.0, 7.0)	(17.0, 14.0)	(18.0, 26.0)	(19.0, 79.0)	(20.0, 153.0)	(21.0, 429.0)	(22.0, 639.0)	(23.0, 782.0)	(24.0, 987.0)	(25.0, 1538.0)	(26.0, 2246.0)	(27.0, 3377.0)	(28.0, 5011.0)	(29.0, 6893.0)	(30.0, 9681.0)	(31.0, 13754.0)	(32.0, 18723.0)	(33.0, 26007.0)	(34.0, 37980.0)	(35.0, 61281.0)	(36.0, 136515.0)	(37.0, 257660.0)													
SRR33075563_2	(8.0, 1.0)	(9.0, 10.0)	(10.0, 9.0)	(11.0, 6.0)	(12.0, 21.0)	(13.0, 57.0)	(14.0, 62.0)	(15.0, 83.0)	(16.0, 121.0)	(17.0, 192.0)	(18.0, 308.0)	(19.0, 489.0)	(20.0, 1010.0)	(21.0, 1534.0)	(22.0, 1908.0)	(23.0, 2448.0)	(24.0, 3537.0)	(25.0, 4919.0)	(26.0, 6725.0)	(27.0, 9168.0)	(28.0, 12301.0)	(29.0, 16836.0)	(30.0, 22275.0)	(31.0, 29794.0)	(32.0, 40166.0)	(33.0, 56397.0)	(34.0, 85445.0)	(35.0, 136095.0)	(36.0, 139624.0)	(37.0, 12244.0)						
SRR33075564_1	(15.0, 3.0)	(16.0, 8.0)	(17.0, 15.0)	(18.0, 55.0)	(19.0, 166.0)	(20.0, 519.0)	(21.0, 1756.0)	(22.0, 2048.0)	(23.0, 1658.0)	(24.0, 1367.0)	(25.0, 1482.0)	(26.0, 2039.0)	(27.0, 2958.0)	(28.0, 4398.0)	(29.0, 5838.0)	(30.0, 8307.0)	(31.0, 11223.0)	(32.0, 15353.0)	(33.0, 21281.0)	(34.0, 30462.0)	(35.0, 49371.0)	(36.0, 107543.0)	(37.0, 170201.0)													
SRR33075564_2	(7.0, 1.0)	(8.0, 4.0)	(9.0, 3.0)	(10.0, 7.0)	(11.0, 7.0)	(12.0, 20.0)	(13.0, 41.0)	(14.0, 40.0)	(15.0, 86.0)	(16.0, 149.0)	(17.0, 296.0)	(18.0, 586.0)	(19.0, 1299.0)	(20.0, 3291.0)	(21.0, 3458.0)	(22.0, 2855.0)	(23.0, 3286.0)	(24.0, 4254.0)	(25.0, 5600.0)	(26.0, 7322.0)	(27.0, 9647.0)	(28.0, 12560.0)	(29.0, 16193.0)	(30.0, 21259.0)	(31.0, 27200.0)	(32.0, 35633.0)	(33.0, 49442.0)	(34.0, 71168.0)	(35.0, 95097.0)	(36.0, 64209.0)	(37.0, 3038.0)					
SRR33075565_1	(15.0, 4.0)	(16.0, 6.0)	(17.0, 14.0)	(18.0, 31.0)	(19.0, 76.0)	(20.0, 191.0)	(21.0, 594.0)	(22.0, 785.0)	(23.0, 809.0)	(24.0, 872.0)	(25.0, 1181.0)	(26.0, 1725.0)	(27.0, 2631.0)	(28.0, 3679.0)	(29.0, 5159.0)	(30.0, 7097.0)	(31.0, 9851.0)	(32.0, 13510.0)	(33.0, 18873.0)	(34.0, 27602.0)	(35.0, 44259.0)	(36.0, 101259.0)	(37.0, 183672.0)													
SRR33075565_2	(7.0, 1.0)	(8.0, 3.0)	(9.0, 9.0)	(10.0, 5.0)	(11.0, 8.0)	(12.0, 21.0)	(13.0, 65.0)	(14.0, 90.0)	(15.0, 103.0)	(16.0, 128.0)	(17.0, 168.0)	(18.0, 305.0)	(19.0, 489.0)	(20.0, 1196.0)	(21.0, 1633.0)	(22.0, 1670.0)	(23.0, 1921.0)	(24.0, 2718.0)	(25.0, 3725.0)	(26.0, 5038.0)	(27.0, 6865.0)	(28.0, 9216.0)	(29.0, 12197.0)	(30.0, 16147.0)	(31.0, 21663.0)	(32.0, 29700.0)	(33.0, 41440.0)	(34.0, 62771.0)	(35.0, 98720.0)	(36.0, 97512.0)	(37.0, 8353.0)					
SRR33075566_1	(14.0, 2.0)	(15.0, 5.0)	(16.0, 5.0)	(17.0, 14.0)	(18.0, 25.0)	(19.0, 55.0)	(20.0, 180.0)	(21.0, 476.0)	(22.0, 644.0)	(23.0, 622.0)	(24.0, 726.0)	(25.0, 921.0)	(26.0, 1426.0)	(27.0, 2152.0)	(28.0, 3063.0)	(29.0, 4248.0)	(30.0, 5862.0)	(31.0, 8099.0)	(32.0, 11238.0)	(33.0, 15817.0)	(34.0, 22705.0)	(35.0, 37516.0)	(36.0, 85189.0)	(37.0, 143091.0)												
SRR33075566_2	(7.0, 1.0)	(8.0, 1.0)	(9.0, 3.0)	(10.0, 6.0)	(11.0, 6.0)	(12.0, 11.0)	(13.0, 38.0)	(14.0, 49.0)	(15.0, 58.0)	(16.0, 80.0)	(17.0, 151.0)	(18.0, 264.0)	(19.0, 441.0)	(20.0, 1013.0)	(21.0, 1390.0)	(22.0, 1446.0)	(23.0, 1871.0)	(24.0, 2456.0)	(25.0, 3408.0)	(26.0, 4621.0)	(27.0, 6255.0)	(28.0, 8180.0)	(29.0, 10919.0)	(30.0, 14665.0)	(31.0, 19265.0)	(32.0, 25631.0)	(33.0, 36470.0)	(34.0, 54467.0)	(35.0, 80782.0)	(36.0, 65778.0)	(37.0, 4355.0)					
SRR33075567_1	(12.0, 1.0)	(13.0, 9.0)	(14.0, 34.0)	(15.0, 330.0)	(16.0, 1132.0)	(17.0, 2155.0)	(18.0, 2583.0)	(19.0, 2739.0)	(20.0, 2344.0)	(21.0, 2414.0)	(22.0, 3110.0)	(23.0, 4298.0)	(24.0, 6190.0)	(25.0, 8901.0)	(26.0, 12947.0)	(27.0, 19059.0)	(28.0, 27521.0)	(29.0, 35929.0)	(30.0, 46466.0)	(31.0, 60530.0)	(32.0, 79826.0)	(33.0, 107525.0)	(34.0, 153197.0)	(35.0, 250904.0)	(36.0, 541839.0)	(37.0, 508882.0)										
SRR33075567_2	(11.0, 6.0)	(12.0, 50.0)	(13.0, 422.0)	(14.0, 3122.0)	(15.0, 4759.0)	(16.0, 3908.0)	(17.0, 4189.0)	(18.0, 5315.0)	(19.0, 7146.0)	(20.0, 10036.0)	(21.0, 14265.0)	(22.0, 20492.0)	(23.0, 31378.0)	(24.0, 41702.0)	(25.0, 52230.0)	(26.0, 65269.0)	(27.0, 81666.0)	(28.0, 101667.0)	(29.0, 125508.0)	(30.0, 153374.0)	(31.0, 194004.0)	(32.0, 248735.0)	(33.0, 296588.0)	(34.0, 261358.0)	(35.0, 128326.0)	(36.0, 24735.0)	(37.0, 615.0)									
SRR33075568_1	(12.0, 2.0)	(13.0, 5.0)	(14.0, 21.0)	(15.0, 102.0)	(16.0, 406.0)	(17.0, 967.0)	(18.0, 1748.0)	(19.0, 2106.0)	(20.0, 2177.0)	(21.0, 2255.0)	(22.0, 2797.0)	(23.0, 3881.0)	(24.0, 5366.0)	(25.0, 7696.0)	(26.0, 10945.0)	(27.0, 16210.0)	(28.0, 23455.0)	(29.0, 30115.0)	(30.0, 39127.0)	(31.0, 51168.0)	(32.0, 66659.0)	(33.0, 91024.0)	(34.0, 129855.0)	(35.0, 213054.0)	(36.0, 464803.0)	(37.0, 444755.0)										
SRR33075568_2	(11.0, 3.0)	(12.0, 40.0)	(13.0, 240.0)	(14.0, 1431.0)	(15.0, 3240.0)	(16.0, 3289.0)	(17.0, 3702.0)	(18.0, 4761.0)	(19.0, 6529.0)	(20.0, 8831.0)	(21.0, 12769.0)	(22.0, 18081.0)	(23.0, 27832.0)	(24.0, 36619.0)	(25.0, 45344.0)	(26.0, 57041.0)	(27.0, 71327.0)	(28.0, 87887.0)	(29.0, 109174.0)	(30.0, 133949.0)	(31.0, 168647.0)	(32.0, 216570.0)	(33.0, 254789.0)	(34.0, 220692.0)	(35.0, 101442.0)	(36.0, 16177.0)	(37.0, 293.0)									
SRR33075569_1	(14.0, 3.0)	(15.0, 9.0)	(16.0, 34.0)	(17.0, 73.0)	(18.0, 369.0)	(19.0, 1015.0)	(20.0, 1908.0)	(21.0, 2711.0)	(22.0, 6066.0)	(23.0, 10611.0)	(24.0, 8322.0)	(25.0, 8687.0)	(26.0, 12024.0)	(27.0, 17991.0)	(28.0, 24096.0)	(29.0, 33193.0)	(30.0, 43171.0)	(31.0, 55311.0)	(32.0, 70594.0)	(33.0, 92524.0)	(34.0, 127367.0)	(35.0, 195918.0)	(36.0, 394724.0)	(37.0, 441444.0)												
SRR33075569_2	(7.0, 1.0)	(8.0, 15.0)	(9.0, 18.0)	(10.0, 30.0)	(11.0, 34.0)	(12.0, 57.0)	(13.0, 166.0)	(14.0, 198.0)	(15.0, 340.0)	(16.0, 931.0)	(17.0, 1922.0)	(18.0, 3152.0)	(19.0, 4705.0)	(20.0, 7518.0)	(21.0, 15305.0)	(22.0, 24632.0)	(23.0, 30969.0)	(24.0, 40378.0)	(25.0, 45610.0)	(26.0, 53011.0)	(27.0, 62244.0)	(28.0, 74236.0)	(29.0, 87974.0)	(30.0, 106314.0)	(31.0, 128617.0)	(32.0, 162156.0)	(33.0, 206949.0)	(34.0, 241646.0)	(35.0, 190406.0)	(36.0, 57012.0)	(37.0, 1619.0)					
SRR33075570_1	(14.0, 6.0)	(15.0, 16.0)	(16.0, 44.0)	(17.0, 110.0)	(18.0, 426.0)	(19.0, 1316.0)	(20.0, 2321.0)	(21.0, 3023.0)	(22.0, 5697.0)	(23.0, 9845.0)	(24.0, 8431.0)	(25.0, 9689.0)	(26.0, 14296.0)	(27.0, 21209.0)	(28.0, 28257.0)	(29.0, 39364.0)	(30.0, 51109.0)	(31.0, 64073.0)	(32.0, 82980.0)	(33.0, 108578.0)	(34.0, 148637.0)	(35.0, 230268.0)	(36.0, 462333.0)	(37.0, 498707.0)												
SRR33075570_2	(6.0, 1.0)	(7.0, 6.0)	(8.0, 15.0)	(9.0, 33.0)	(10.0, 36.0)	(11.0, 43.0)	(12.0, 68.0)	(13.0, 168.0)	(14.0, 208.0)	(15.0, 382.0)	(16.0, 1074.0)	(17.0, 2061.0)	(18.0, 3311.0)	(19.0, 5042.0)	(20.0, 7989.0)	(21.0, 14630.0)	(22.0, 25456.0)	(23.0, 35819.0)	(24.0, 45704.0)	(25.0, 51172.0)	(26.0, 58375.0)	(27.0, 68997.0)	(28.0, 81570.0)	(29.0, 97742.0)	(30.0, 117458.0)	(31.0, 144306.0)	(32.0, 180159.0)	(33.0, 232894.0)	(34.0, 286521.0)	(35.0, 246162.0)	(36.0, 81059.0)	(37.0, 2274.0)				
